Time	Temp_Diode	MKS1000	LowerEdge	Bandwidth	Center_Stimulus	QualityFactor	LowerEdge	Loss	Max_Freq
3820907485.990	10.361	1009.428	649814330.000	15755.000	649822207.452	41245.459	649830085.000	63.646	649822207.452
3820907487.514	10.361	1009.427	649814330.000	15755.000	649822207.452	41245.459	649830085.000	63.646	649822207.452
3820907488.738	10.361	1009.409	649814299.000	15786.000	649822191.952	41164.462	649830085.000	63.646	649822191.952
3820907507.057	10.246	1009.511	649814264.000	15770.000	649822148.952	41206.224	649830034.000	63.672	649822148.952
3820907508.734	10.216	1009.510	649814264.000	15770.000	649822148.952	41206.224	649830034.000	63.672	649822148.952
3820907509.700	10.216	1009.510	649814264.000	15770.000	649822148.952	41206.224	649830034.000	63.672	649822148.952
3820907510.349	10.216	1009.520	649814264.000	15770.000	649822148.952	41206.224	649830034.000	63.672	649822148.952
3820907517.991	10.186	1009.482	649814364.000	15724.000	649822225.952	41326.776	649830088.000	63.650	649822225.952
3820907529.592	10.133	1009.491	649814451.000	15579.000	649822240.453	41711.422	649830030.000	63.612	649822240.453
3820907540.860	10.053	1009.430	649814456.000	15617.000	649822264.453	41609.929	649830073.000	63.612	649822264.453
3820907541.764	10.023	1009.412	649814456.000	15617.000	649822264.453	41609.929	649830073.000	63.612	649822264.453
3820907541.764	10.023	1009.412	649814397.000	15735.000	649822264.452	41297.888	649830132.000	63.645	649822264.452
3820907550.918	10.005	1009.365	649814397.000	15715.000	649822254.452	41350.446	649830112.000	63.645	649822254.452
3820907563.823	9.927	1009.253	649814429.000	15696.000	649822276.953	41400.502	649830125.000	63.627	649822276.953
3820907566.510	9.883	1009.269	649814429.000	15696.000	649822276.953	41400.502	649830125.000	63.627	649822276.953
3820907567.507	9.883	1009.272	649814386.000	15739.000	649822255.452	41287.392	649830125.000	63.627	649822255.452
3820907568.483	9.883	1009.268	649814367.000	15775.000	649822254.452	41193.170	649830142.000	63.637	649822254.452
3820907570.743	9.883	1009.262	649814367.000	15787.000	649822260.452	41161.859	649830154.000	63.637	649822260.452
3820907572.723	9.846	1009.250	649814367.000	15787.000	649822260.452	41161.859	649830154.000	63.637	649822260.452
3820907573.747	9.846	1009.262	649814367.000	15787.000	649822260.452	41161.859	649830154.000	63.637	649822260.452
3820907575.757	9.846	1009.262	649814367.000	15787.000	649822260.452	41161.859	649830154.000	63.637	649822260.452
3820907577.655	9.826	1009.256	649814367.000	15787.000	649822260.452	41161.859	649830154.000	63.637	649822260.452
3820907581.083	9.826	1009.249	649814398.000	15780.000	649822287.952	41180.120	649830178.000	63.649	649822287.952
3820907582.529	9.793	1009.240	649814392.000	15783.000	649822283.452	41172.292	649830175.000	63.652	649822283.452
3820907585.715	9.793	1009.225	649814392.000	15783.000	649822283.452	41172.292	649830175.000	63.652	649822283.452
3820907586.661	9.793	1009.236	649814392.000	15783.000	649822283.452	41172.292	649830175.000	63.652	649822283.452
3820907589.572	9.760	1009.224	649814392.000	15783.000	649822283.452	41172.292	649830175.000	63.652	649822283.452
3820907591.205	9.760	1009.186	649814392.000	15783.000	649822283.452	41172.292	649830175.000	63.652	649822283.452
3820907591.966	9.760	1009.160	649814392.000	15783.000	649822283.452	41172.292	649830175.000	63.652	649822283.452
3820907594.449	9.723	1009.149	649814486.000	15669.000	649822320.453	41471.844	649830155.000	63.642	649822320.453
3820907595.673	9.723	1009.139	649814494.000	15693.000	649822340.453	41408.420	649830187.000	63.637	649822340.453
3820907598.508	9.696	1009.139	649814494.000	15693.000	649822340.453	41408.420	649830187.000	63.637	649822340.453
3820907600.806	9.696	1009.158	649814494.000	15693.000	649822340.453	41408.420	649830187.000	63.637	649822340.453
3820907601.418	9.696	1009.158	649814494.000	15693.000	649822340.453	41408.420	649830187.000	63.637	649822340.453
3820907602.746	9.675	1009.155	649814494.000	15693.000	649822340.453	41408.420	649830187.000	63.637	649822340.453
3820907606.348	9.675	1009.149	649814494.000	15693.000	649822340.453	41408.420	649830187.000	63.637	649822340.453
3820907606.981	9.675	1009.148	649814465.000	15722.000	649822325.952	41332.040	649830187.000	63.637	649822325.952
3820907608.643	9.646	1009.132	649814435.000	15768.000	649822318.952	41211.461	649830203.000	63.655	649822318.952
3820907609.636	9.646	1009.126	649814435.000	15768.000	649822318.952	41211.461	649830203.000	63.655	649822318.952
3820907611.027	9.646	1009.104	649814435.000	15768.000	649822318.952	41211.461	649830203.000	63.655	649822318.952
3820907614.466	9.596	1009.094	649814435.000	15768.000	649822318.952	41211.461	649830203.000	63.655	649822318.952
3820907615.366	9.596	1009.055	649814435.000	15768.000	649822318.952	41211.461	649830203.000	63.655	649822318.952
3820907616.340	9.596	1009.066	649814435.000	15768.000	649822318.952	41211.461	649830203.000	63.655	649822318.952
3820907617.172	9.596	1009.078	649814435.000	15768.000	649822318.952	41211.461	649830203.000	63.655	649822318.952
3820907623.160	9.579	1009.088	649814458.000	15742.000	649822328.952	41279.528	649830200.000	63.642	649822328.952
3820907624.344	9.558	1009.100	649814458.000	15742.000	649822328.952	41279.528	649830200.000	63.642	649822328.952
3820907626.982	9.558	1009.087	649814458.000	15742.000	649822328.952	41279.528	649830200.000	63.642	649822328.952
3820907627.852	9.558	1009.093	649814458.000	15742.000	649822328.952	41279.528	649830200.000	63.642	649822328.952
3820907630.833	9.524	1009.068	649814458.000	15742.000	649822328.952	41279.528	649830200.000	63.642	649822328.952
3820907646.759	9.447	1008.907	649814505.000	15698.000	649822353.953	41395.232	649830203.000	63.637	649822353.953
3820907649.654	9.447	1008.890	649814510.000	15748.000	649822383.952	41263.804	649830258.000	63.634	649822383.952
3820907651.246	9.396	1008.843	649814510.000	15748.000	649822383.952	41263.804	649830258.000	63.634	649822383.952
3820907657.022	9.378	1008.783	649814510.000	15748.000	649822383.952	41263.804	649830258.000	63.634	649822383.952
3820907658.407	9.378	1008.773	649814510.000	15748.000	649822383.952	41263.804	649830258.000	63.634	649822383.952
3820907659.117	9.378	1008.766	649814548.000	15710.000	649822402.953	41363.616	649830258.000	63.634	649822402.953
3820907660.060	9.344	1008.750	649814546.000	15713.000	649822402.453	41355.718	649830259.000	63.635	649822402.453
3820907662.082	9.344	1008.759	649814556.000	15693.000	649822402.453	41408.424	649830249.000	63.629	649822402.453
3820907663.385	9.344	1008.741	649814556.000	15693.000	649822402.453	41408.424	649830249.000	63.629	649822402.453
3820907665.515	9.336	1008.731	649814556.000	15693.000	649822402.453	41408.424	649830249.000	63.629	649822402.453
3820907669.406	9.336	1008.703	649814556.000	15693.000	649822402.453	41408.424	649830249.000	63.629	649822402.453
3820907674.045	9.296	1008.639	649814548.000	15755.000	649822425.452	41245.473	649830303.000	63.640	649822425.452
3820907680.006	9.268	1008.554	649814548.000	15759.000	649822427.452	41235.004	649830307.000	63.640	649822427.452
3820907685.654	9.246	1008.480	649814569.000	15738.000	649822437.952	41290.027	649830307.000	63.640	649822437.952
3820907689.535	9.199	1008.427	649814550.000	15757.000	649822428.452	41240.238	649830307.000	63.649	649822428.452
3820907693.181	9.173	1008.385	649814550.000	15757.000	649822428.452	41240.238	649830307.000	63.649	649822428.452
3820907697.150	9.150	1008.362	649814550.000	15757.000	649822428.452	41240.238	649830307.000	63.649	649822428.452
3820907701.101	9.150	1008.331	649814613.000	15678.000	649822451.953	41448.045	649830291.000	63.616	649822451.953
3820907703.758	9.133	1008.314	649814613.000	15678.000	649822451.953	41448.045	649830291.000	63.616	649822451.953
3820907708.027	9.103	1008.282	649814613.000	15678.000	649822451.953	41448.045	649830291.000	63.616	649822451.953
3820907711.465	9.103	1008.255	649814647.000	15644.000	649822468.953	41538.128	649830291.000	63.616	649822468.953
3820907715.461	9.071	1008.217	649814618.000	15743.000	649822489.452	41276.916	649830361.000	63.632	649822489.452
3820907716.823	9.052	1008.204	649814618.000	15743.000	649822489.452	41276.916	649830361.000	63.632	649822489.452
3820907719.836	9.052	1008.185	649814618.000	15743.000	649822489.452	41276.916	649830361.000	63.632	649822489.452
3820907722.272	9.052	1008.182	649814618.000	15743.000	649822489.452	41276.916	649830361.000	63.632	649822489.452
3820907724.100	9.020	1008.165	649814618.000	15743.000	649822489.452	41276.916	649830361.000	63.632	649822489.452
3820907726.823	9.020	1008.146	649814651.000	15723.000	649822512.452	41329.423	649830374.000	63.635	649822512.452
3820907730.842	9.000	1008.039	649814651.000	15723.000	649822512.452	41329.423	649830374.000	63.635	649822512.452
3820907734.265	8.963	1007.996	649814651.000	15723.000	649822512.452	41329.423	649830374.000	63.635	649822512.452
3820907738.239	8.938	1007.987	649814680.000	15694.000	649822526.953	41405.794	649830374.000	63.635	649822526.953
3820907740.538	8.938	1007.977	649814663.000	15714.000	649822519.953	41353.094	649830377.000	63.643	649822519.953
3820907742.946	8.938	1007.942	649814663.000	15714.000	649822519.953	41353.094	649830377.000	63.643	649822519.953
3820907744.882	8.906	1007.907	649814663.000	15714.000	649822519.953	41353.094	649830377.000	63.643	649822519.953
3820907747.597	8.906	1007.902	649814663.000	15714.000	649822519.953	41353.094	649830377.000	63.643	649822519.953
3820907750.777	8.888	1007.864	649814663.000	15714.000	649822519.953	41353.094	649830377.000	63.643	649822519.953
3820907753.081	8.888	1007.840	649814704.000	15659.000	649822533.453	41498.342	649830363.000	63.626	649822533.453
3820907755.770	8.856	1007.810	649814704.000	15646.000	649822526.953	41532.822	649830350.000	63.626	649822526.953
3820907757.597	8.856	1007.799	649814704.000	15646.000	649822526.953	41532.822	649830350.000	63.626	649822526.953
3820907759.010	8.828	1007.767	649814704.000	15646.000	649822526.953	41532.822	649830350.000	63.626	649822526.953
3820907761.035	8.828	1007.748	649814704.000	15646.000	649822526.953	41532.822	649830350.000	63.626	649822526.953
3820907764.424	8.828	1007.688	649814678.000	15672.000	649822513.953	41463.917	649830350.000	63.626	649822513.953
3820907767.219	8.800	1007.672	649814639.000	15768.000	649822522.952	41211.474	649830407.000	63.648	649822522.952
3820907771.496	8.764	1007.672	649814639.000	15768.000	649822522.952	41211.474	649830407.000	63.648	649822522.952
3820907775.844	8.736	1007.608	649814639.000	15768.000	649822522.952	41211.474	649830407.000	63.648	649822522.952
3820907780.869	8.717	1007.571	649814614.000	15606.000	649822416.953	41639.268	649830220.000	63.571	649822416.953
3820907784.929	8.717	1007.571	649814614.000	15606.000	649822416.953	41639.268	649830220.000	63.571	649822416.953
3820907788.011	8.682	1007.514	649814614.000	15606.000	649822416.953	41639.268	649830220.000	63.571	649822416.953
3820907791.701	8.660	1007.444	649814812.000	14705.000	649822164.458	44190.559	649829517.000	63.173	649822164.458
3820907793.152	8.660	1007.412	649814812.000	14856.000	649822239.958	43741.400	649829668.000	63.173	649822239.958
3820907795.176	8.637	1007.380	649814812.000	14856.000	649822239.958	43741.400	649829668.000	63.173	649822239.958
3820907800.171	8.637	1007.317	649814812.000	14856.000	649822239.958	43741.400	649829668.000	63.173	649822239.958
3820907803.440	8.612	1007.268	649814078.000	15590.000	649821872.953	41681.967	649829668.000	63.173	649821872.953
3820907805.412	8.612	1007.233	649815185.000	13743.000	649822056.464	47283.858	649828928.000	62.472	649822056.464
3820907806.576	8.573	1007.230	649815185.000	13743.000	649822056.464	47283.858	649828928.000	62.472	649822056.464
3820907808.400	8.573	1007.212	649815185.000	13743.000	649822056.464	47283.858	649828928.000	62.472	649822056.464
3820907810.228	8.573	1007.171	649815185.000	13743.000	649822056.464	47283.858	649828928.000	62.472	649822056.464
3820907812.369	8.551	1007.123	649815185.000	13743.000	649822056.464	47283.858	649828928.000	62.472	649822056.464
3820907815.068	8.551	1007.107	649815185.000	13743.000	649822056.464	47283.858	649828928.000	62.472	649822056.464
3820907818.336	8.530	1007.066	649816912.000	10473.000	649822148.479	62047.374	649827385.000	60.036	649822148.479
3820907821.230	8.530	1007.010	649816912.000	10473.000	649822148.479	62047.374	649827385.000	60.036	649822148.479
3820907826.412	8.502	1006.941	649816912.000	10473.000	649822148.479	62047.374	649827385.000	60.036	649822148.479
3820907835.261	8.446	1006.890	649820687.000	6110.000	649823741.993	106354.131	649826797.000	55.132	649823741.993
3820907847.818	8.364	1006.680	649824908.000	2915.000	649826365.498	222924.997	649827823.000	48.048	649826365.498
3820907858.589	8.311	1006.524	649828358.000	1718.000	649829216.999	378247.507	649830076.000	40.722	649829216.999
3820907861.117	8.311	1006.461	649828358.000	1718.000	649829216.999	378247.507	649830076.000	40.722	649829216.999
3820907874.056	8.237	1006.301	649830037.000	1610.000	649830842.000	403621.641	649831647.000	38.321	649830842.000
3820907887.530	8.180	1006.153	649830677.000	1603.000	649831478.500	405384.578	649832280.000	37.923	649831478.500
3820907900.918	8.098	1005.993	649831029.000	1599.000	649831828.500	406398.892	649832628.000	37.437	649831828.500
3820907914.212	8.044	1005.825	649831265.000	1606.000	649832068.000	404627.689	649832871.000	37.346	649832068.000
3820907926.968	7.973	1005.637	649831430.000	1622.000	649832240.999	400636.400	649833052.000	37.707	649832240.999
3820907939.141	7.931	1005.491	649832365.000	178.000	649832454.000	3650744.124	649832543.000	16.725	649832454.000
3820907953.353	7.856	1005.275	649832532.000	104.000	649832584.000	6248390.231	649832636.000	15.676	649832584.000
3820907963.017	7.796	1005.107	649832532.000	104.000	649832584.000	6248390.231	649832636.000	15.676	649832584.000
3820907970.541	7.774	1005.033	649832627.000	174.000	649832714.000	3734670.770	649832801.000	15.176	649832714.000
3820907980.053	7.726	1004.839	649832633.000	36.000	649832651.000	18050906.972	649832669.000	19.185	649832651.000
3820907991.973	7.668	1004.660	649832823.000	174.000	649832910.000	3734671.897	649832997.000	13.951	649832910.000
3820908003.303	7.617	1004.549	649832891.000	123.000	649832952.500	5283194.736	649833014.000	13.322	649832952.500
3820908017.357	7.550	1004.371	649832980.000	82.000	649833021.000	7924792.939	649833062.000	15.348	649833021.000
3820908029.246	7.502	1004.180	649833043.000	76.000	649833081.000	8550435.276	649833119.000	17.520	649833081.000
3820908043.242	7.431	1003.991	649833004.000	47.000	649833027.500	13826234.628	649833051.000	19.406	649833027.500
3820908056.374	7.382	1003.835	649833077.000	36.000	649833095.000	18050919.306	649833113.000	19.868	649833095.000
3820908068.570	7.310	1003.606	649833131.000	52.000	649833157.000	12496791.481	649833183.000	17.358	649833157.000
3820908074.208	7.285	1003.517	649833131.000	52.000	649833157.000	12496791.481	649833183.000	17.358	649833157.000
3820908076.233	7.285	1003.500	649833131.000	52.000	649833157.000	12496791.481	649833183.000	17.358	649833157.000
3820908082.609	7.260	1003.401	649833327.000	40.000	649833347.000	16245833.675	649833367.000	20.205	649833347.000
3820908089.019	7.224	1003.316	649833327.000	40.000	649833347.000	16245833.675	649833367.000	20.205	649833347.000
3820908105.066	7.162	1003.084	649833252.000	54.000	649833279.000	12033949.611	649833306.000	18.771	649833279.000
3820908114.573	7.125	1002.956	649833310.000	192.000	649833406.000	3384548.990	649833502.000	16.919	649833406.000
3820908126.415	7.061	1002.861	649833381.000	63.000	649833412.500	10314816.071	649833444.000	17.106	649833412.500
3820908150.284	6.971	1002.562	649833585.000	200.000	649833685.000	3249168.425	649833785.000	10.944	649833685.000
3820908162.212	6.894	1002.413	649833629.000	188.000	649833723.000	3456562.356	649833817.000	12.979	649833723.000
3820908193.149	6.770	1001.821	649833766.000	204.000	649833868.000	3185460.137	649833970.000	11.760	649833868.000
3820908323.217	6.261	1000.806	649834084.000	39.000	649834103.500	16662412.910	649834123.000	45.180	649834103.500
3820908324.241	6.261	1000.791	649834084.000	39.000	649834103.500	16662412.910	649834123.000	45.180	649834103.500
3820908377.805	6.067	1000.603	649834358.000	97.000	649834406.500	6699323.778	649834455.000	38.785	649834406.500
3820908391.110	6.010	1000.617	649834238.000	86.000	649834281.000	7556212.570	649834324.000	40.678	649834281.000
3820908391.751	6.010	1000.645	649834238.000	86.000	649834281.000	7556212.570	649834324.000	40.678	649834281.000
3820908392.605	6.010	1000.645	649834238.000	86.000	649834281.000	7556212.570	649834324.000	40.678	649834281.000
3820908400.234	5.996	1000.702	649834343.000	160.000	649834423.000	4061465.144	649834503.000	35.607	649834423.000
3820908402.259	5.982	1000.689	649834343.000	160.000	649834423.000	4061465.144	649834503.000	35.607	649834423.000
3820908425.892	5.912	1000.685	649834344.000	206.000	649834447.000	3154536.150	649834550.000	36.593	649834447.000
3820908437.483	5.866	1000.674	649834380.000	68.000	649834414.000	9556388.441	649834448.000	40.170	649834414.000
3820908438.665	5.866	1000.673	649834380.000	68.000	649834414.000	9556388.441	649834448.000	40.170	649834414.000
3820908439.221	5.866	1000.692	649834380.000	68.000	649834414.000	9556388.441	649834448.000	40.170	649834414.000
3820908464.044	5.776	1000.626	649834364.000	70.000	649834399.000	9283348.557	649834434.000	35.799	649834399.000
3820908533.586	5.574	1000.543	649834395.000	96.000	649834443.000	6769108.781	649834491.000	36.525	649834443.000
3820908606.629	5.371	1000.524	649834408.000	63.000	649834439.500	10314832.373	649834471.000	39.178	649834439.500
3820908698.172	5.157	1000.544	649834410.000	64.000	649834442.000	10153663.156	649834474.000	39.511	649834442.000
3820908803.213	4.944	1000.601	649834365.000	216.000	649834473.000	3008492.931	649834581.000	33.136	649834473.000
3820908923.284	4.740	1000.572	649834368.000	122.000	649834429.000	5326511.713	649834490.000	33.905	649834429.000
3820909067.869	4.537	1000.660	649834360.000	104.000	649834412.000	6248407.808	649834464.000	36.638	649834412.000
3820909258.961	4.334	1000.693	649834332.000	90.000	649834377.000	7220381.967	649834422.000	34.578	649834377.000
